AGE;MATI;JML_DEPLESI;CUM_DEPLESI_%;STD_CUM_DEPLESI_%;PAKAN_STD_ZAK;PAKAN_STD_GR/EK;PAKAN_STD_CUM_GR/EK;PAKAN_ACT_ZAK;PAKAN_ACT_CUM_ZAK;PAKAN_ACT_GR/EK;PAKAN_CUM_GR/EK;DELTA_PAKAN_ZAK;DELTA_PAKAN_GR/EKOR;DELTA_PAKAN_CUM_GR/EKOK;ABW_STD;DG_STD;ABW_ACT;DG_ACT;DELTA_ABW;DELTA_DG;FCR_STD;FCR_ACT;DELTA_FCR;IP_STD;IP_ACT;SUHU_MIN;SUHU_MAX;KELEMBABAN;JUMLAH_AYAM_AKHIR;JUMLAH_AYAM_AWAL;PERIODE;FCR_ACT_lag_1;FCR_ACT_lag_2;FCR_ACT_lag_3;FCR_ACT_lag_7;FCR_ACT_lag_14;PAKAN_ACT_GR/EK_lag_1;PAKAN_ACT_GR/EK_lag_2;PAKAN_ACT_GR/EK_lag_3;PAKAN_ACT_GR/EK_lag_7;PAKAN_ACT_GR/EK_lag_14;DG_ACT_lag_1;DG_ACT_lag_2;DG_ACT_lag_3;DG_ACT_lag_7;DG_ACT_lag_14;SUHU_MAX_lag_1;SUHU_MAX_lag_2;SUHU_MAX_lag_3;SUHU_MAX_lag_7;SUHU_MAX_lag_14;SUHU_MIN_lag_1;SUHU_MIN_lag_2;SUHU_MIN_lag_3;SUHU_MIN_lag_7;SUHU_MIN_lag_14;KELEMBABAN_lag_1;KELEMBABAN_lag_2;KELEMBABAN_lag_3;KELEMBABAN_lag_7;KELEMBABAN_lag_14;MATI_lag_1;MATI_lag_2;MATI_lag_3;MATI_lag_7;MATI_lag_14;JML_DEPLESI_lag_1;JML_DEPLESI_lag_2;JML_DEPLESI_lag_3;JML_DEPLESI_lag_7;JML_DEPLESI_lag_14;PAKAN_ACT_GR/EK_rolling_mean_3;PAKAN_ACT_GR/EK_rolling_std_3;PAKAN_ACT_GR/EK_rolling_min_3;PAKAN_ACT_GR/EK_rolling_max_3;PAKAN_ACT_GR/EK_rolling_mean_7;PAKAN_ACT_GR/EK_rolling_std_7;PAKAN_ACT_GR/EK_rolling_min_7;PAKAN_ACT_GR/EK_rolling_max_7;PAKAN_ACT_GR/EK_rolling_mean_14;PAKAN_ACT_GR/EK_rolling_std_14;PAKAN_ACT_GR/EK_rolling_min_14;PAKAN_ACT_GR/EK_rolling_max_14;DG_ACT_rolling_mean_3;DG_ACT_rolling_std_3;DG_ACT_rolling_min_3;DG_ACT_rolling_max_3;DG_ACT_rolling_mean_7;DG_ACT_rolling_std_7;DG_ACT_rolling_min_7;DG_ACT_rolling_max_7;DG_ACT_rolling_mean_14;DG_ACT_rolling_std_14;DG_ACT_rolling_min_14;DG_ACT_rolling_max_14;PAKAN_DG_RATIO;SUHU_KELEMBABAN_INTERACTION;STRESS_INDEX;PAKAN_ACT_GR/EK_momentum_1;PAKAN_ACT_GR/EK_acceleration;DG_ACT_momentum_1;DG_ACT_acceleration;HEALTH_STATUS_SCORE
7;14;168;0.84;0.68;17.0;43;210;15;76;37.8;191.2;-2.0;-5;-19;205;33;222.0;34;17;1;1.029;0.938;-0.091;270;306;30;32;65;19832;20000;12;0.889;0.782;0.706;0.28;0.28;35.3;27.7;25.2;20.0;20.0;30.0;27.0;28.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;14.0;11.0;15.0;46.0;46.0;154.0;140.0;129.0;46.0;46.0;33.6;5.26;27.7;37.8;27.314;6.786;20.0;37.8;27.314;6.786;20.0;37.8;30.333;3.512;27.0;34.0;25.857;5.956;18.0;34.0;25.857;5.956;18.0;34.0;1.112;2080;130;2.5;-5.1;4.0;1.0;40.6
8;11;179;0.895;1.01;18.0;45;260;18;94;45.4;236.6;0.0;0;-23;244;37;260.0;38;16;1;1.068;0.994;-0.074;268;302;28;30;60;19821;20000;12;0.938;0.889;0.782;0.28;0.28;37.8;35.3;27.7;20.0;20.0;34.0;30.0;27.0;26.0;26.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;14.0;14.0;11.0;46.0;46.0;168.0;154.0;140.0;46.0;46.0;39.5;5.26;35.3;45.4;30.943;8.734;22.6;45.4;29.575;8.964;20.0;45.4;34.0;4.0;30.0;38.0;27.571;7.525;18.0;38.0;27.375;6.989;18.0;38.0;1.195;1800;120;7.6;5.1;4.0;0.0;41.3
9;13;192;0.96;1.14;21.0;53;312;21;115;53.0;289.6;0.0;0;-22;285;41;300.0;40;15;-1;1.099;1.027;-0.072;274;300;28;30;60;19808;20000;12;0.994;0.938;0.889;0.475;0.28;45.4;37.8;35.3;22.6;20.0;38.0;34.0;30.0;18.0;26.0;30.0;32.0;32.0;32.0;32.0;28.0;30.0;30.0;30.0;30.0;60.0;65.0;65.0;65.0;65.0;11.0;14.0;14.0;34.0;46.0;179.0;168.0;154.0;80.0;46.0;45.4;7.6;37.8;53.0;35.286;11.125;22.6;53.0;32.178;11.458;20.0;53.0;37.333;3.055;34.0;40.0;30.714;7.455;18.0;40.0;28.778;7.775;18.0;40.0;1.325;1800;120;7.6;0.0;2.0;-2.0;44.9
10;4;196;0.98;1.27;22.0;56;372;22;137;55.5;345.1;0.0;0;-27;330;45;345.0;45;15;0;1.129;1.051;-0.078;281;303;28;30;60;19804;20000;12;1.027;0.994;0.938;0.6;0.28;53.0;45.4;37.8;22.6;20.0;40.0;38.0;34.0;18.0;26.0;30.0;30.0;32.0;32.0;32.0;28.0;28.0;30.0;30.0;30.0;60.0;60.0;65.0;65.0;65.0;13.0;11.0;14.0;34.0;46.0;192.0;179.0;168.0;114.0;46.0;51.3;5.26;45.4;55.5;39.986;11.802;25.2;55.5;34.51;13.08;20.0;55.5;41.0;3.606;38.0;45.0;34.571;6.729;27.0;45.0;30.4;8.947;18.0;45.0;1.233;1800;120;2.5;-5.1;5.0;3.0;41.2
11;10;206;1.03;1.4;25.0;63;435;25;162;63.2;408.3;0.0;0;-27;380;49;394.0;49;14;0;1.149;1.077;-0.072;289;309;28;30;60;19794;20000;12;1.051;1.027;0.994;0.706;0.28;55.5;53.0;45.4;25.2;20.0;45.0;40.0;38.0;28.0;26.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;4.0;13.0;11.0;15.0;46.0;196.0;192.0;179.0;129.0;46.0;57.233;5.316;53.0;63.2;45.414;12.581;27.7;63.2;37.118;15.126;20.0;63.2;44.667;4.509;40.0;49.0;37.571;7.892;27.0;49.0;32.091;10.173;18.0;49.0;1.29;1800;120;7.7;5.2;4.0;-1.0;46.2
12;8;214;1.07;1.53;27.0;68;506;28;190;70.8;479.0;1.0;3;-27;434;54;444.0;50;10;-4;1.169;1.097;-0.072;297;313;28;30;60;19786;20000;12;1.077;1.051;1.027;0.782;0.28;63.2;55.5;53.0;27.7;20.0;49.0;45.0;40.0;27.0;26.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;10.0;4.0;13.0;11.0;46.0;206.0;196.0;192.0;140.0;46.0;63.167;7.65;55.5;70.8;51.571;13.006;35.3;70.8;39.925;17.394;20.0;70.8;48.0;2.646;45.0;50.0;40.857;7.537;30.0;50.0;33.583;10.991;18.0;50.0;1.416;1800;120;7.6;-0.1;1.0;-3.0;46.8
13;14;228;1.14;1.68;29.0;73;584;30;220;75.9;554.9;1.0;3;-29;492;56;497.0;53;5;-3;1.186;1.114;-0.072;305;319;28;30;60;19772;20000;12;1.097;1.077;1.051;0.889;0.28;70.8;63.2;55.5;35.3;20.0;50.0;49.0;45.0;30.0;26.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;8.0;10.0;4.0;14.0;46.0;214.0;206.0;196.0;154.0;46.0;69.967;6.391;63.2;75.9;57.371;13.58;37.8;75.9;42.692;19.414;20.0;75.9;50.667;2.082;49.0;53.0;44.143;7.01;34.0;53.0;35.077;11.821;18.0;53.0;1.432;1800;120;5.1;-2.5;3.0;2.0;52.6
14;2;230;1.15;1.79;31.0;78;668;32;252;80.9;635.8;1.0;3;-32;553;61;561.0;64;8;3;1.208;1.147;-0.061;313;328;28;30;60;19770;20000;12;1.114;1.097;1.077;0.938;0.28;75.9;70.8;63.2;37.8;20.0;53.0;50.0;49.0;34.0;26.0;30.0;30.0;30.0;32.0;32.0;28.0;28.0;28.0;30.0;30.0;60.0;60.0;60.0;65.0;65.0;14.0;8.0;10.0;14.0;46.0;228.0;214.0;206.0;168.0;46.0;75.867;5.05;70.8;80.9;63.529;12.986;45.4;80.9;45.421;21.264;20.0;80.9;55.667;7.371;50.0;64.0;48.429;8.734;38.0;64.0;37.143;13.739;18.0;64.0;1.264;1800;120;5.0;-0.1;11.0;8.0;47.0
15;5;235;1.175;1.92;33.0;84;752;34;286;86.0;721.8;1.0;2;-30;618;65;626.0;65;8;0;1.219;1.156;-0.063;320;338;26;28;55;19765;20000;12;1.147;1.114;1.097;0.994;0.28;80.9;75.9;70.8;45.4;20.0;64.0;53.0;50.0;38.0;26.0;30.0;30.0;30.0;30.0;32.0;28.0;28.0;28.0;28.0;30.0;60.0;60.0;60.0;60.0;65.0;2.0;14.0;8.0;11.0;46.0;230.0;228.0;214.0;179.0;46.0;80.933;5.05;75.9;86.0;69.329;12.6;53.0;86.0;50.136;22.476;22.6;86.0;60.667;6.658;53.0;65.0;52.286;9.304;40.0;65.0;39.929;15.183;18.0;65.0;1.323;1540;110;5.1;0.1;1.0;-10.0;49.5
16;9;244;1.22;2.06;36.0;90;841;36;322;91.1;812.9;0.0;1;-28;685;68;685.0;59;0;-9;1.229;1.156;-0.073;327;344;26;28;55;19756;20000;12;1.156;1.147;1.114;1.027;0.475;86.0;80.9;75.9;53.0;22.6;65.0;64.0;53.0;40.0;18.0;28.0;30.0;30.0;30.0;32.0;26.0;28.0;28.0;28.0;30.0;55.0;60.0;60.0;60.0;65.0;5.0;2.0;14.0;13.0;34.0;235.0;230.0;228.0;192.0;80.0;86.0;5.1;80.9;91.1;74.771;12.6;55.5;91.1;55.029;23.456;22.6;91.1;62.667;3.215;59.0;65.0;55.0;7.767;45.0;65.0;42.857;14.57;18.0;65.0;1.544;1540;110;5.1;0.0;-6.0;-7.0;53.3
17;8;252;1.26;2.18;38.0;96;936;38;360;96.2;909.2;0.0;0;-27;756;71;754.0;69;-2;-2;1.239;1.173;-0.066;334;353;26;28;55;19748;20000;12;1.156;1.156;1.147;1.051;0.6;91.1;86.0;80.9;55.5;22.6;59.0;65.0;64.0;45.0;18.0;28.0;28.0;30.0;30.0;32.0;26.0;26.0;28.0;28.0;30.0;55.0;55.0;60.0;60.0;65.0;9.0;5.0;2.0;4.0;34.0;244.0;235.0;230.0;196.0;114.0;91.1;5.1;86.0;96.2;80.586;11.574;63.2;96.2;60.286;23.873;25.2;96.2;64.333;5.033;59.0;69.0;58.429;7.913;49.0;69.0;46.5;14.249;27.0;69.0;1.394;1540;110;5.1;0.0;10.0;16.0;54.4
18;10;262;1.31;2.31;40.0;102;1036;40;400;101.3;1010.5;0.0;-1;-25;830;74;826.0;72;-4;-2;1.249;1.193;-0.056;343;363;26;28;55;19738;20000;12;1.173;1.156;1.156;1.077;0.706;96.2;91.1;86.0;63.2;25.2;69.0;59.0;65.0;49.0;28.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;8.0;9.0;5.0;10.0;15.0;252.0;244.0;235.0;206.0;129.0;96.2;5.1;91.1;101.3;86.029;10.979;70.8;101.3;65.721;23.933;27.7;101.3;66.667;6.807;59.0;72.0;61.714;8.118;50.0;72.0;49.643;14.7;27.0;72.0;1.407;1540;110;5.1;-0.0;3.0;-7.0;57.4
19;6;268;1.34;2.44;42.0;106;1142;42;442;106.4;1116.9;0.0;0;-25;908;77;899.0;73;-9;-4;1.259;1.205;-0.054;378;371;26;28;55;19732;20000;12;1.193;1.173;1.156;1.097;0.782;101.3;96.2;91.1;70.8;27.7;72.0;69.0;59.0;50.0;27.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;10.0;8.0;9.0;8.0;11.0;262.0;252.0;244.0;214.0;140.0;101.3;5.1;96.2;106.4;91.114;10.994;75.9;106.4;71.343;23.555;35.3;106.4;71.333;2.082;69.0;73.0;65.0;7.188;53.0;73.0;52.929;14.387;30.0;73.0;1.458;1540;110;5.1;0.0;1.0;-2.0;56.6
20;10;278;1.39;2.57;45.0;114;1256;45;487;114.1;1231.0;0.0;0;-25;967;80;972.0;73;5;-7;1.272;1.219;-0.053;383;377;26;28;55;19722;20000;12;1.205;1.193;1.173;1.114;0.889;106.4;101.3;96.2;75.9;35.3;73.0;72.0;69.0;53.0;30.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;6.0;10.0;8.0;14.0;14.0;268.0;262.0;252.0;228.0;154.0;107.267;6.444;101.3;114.1;96.571;11.645;80.9;114.1;76.971;23.694;37.8;114.1;72.667;0.577;72.0;73.0;67.857;5.367;59.0;73.0;56.0;13.689;34.0;73.0;1.563;1540;110;7.7;2.6;0.0;-1.0;60.6
21;3;281;1.405;2.7;47.0;120;1382;47;534;119.2;1350.2;0.0;-1;-32;1069;82;1049.0;77;-20;-5;1.294;1.249;-0.045;387;381;26;28;55;19719;20000;12;1.219;1.205;1.193;1.147;0.938;114.1;106.4;101.3;80.9;37.8;73.0;73.0;72.0;64.0;34.0;28.0;28.0;28.0;30.0;32.0;26.0;26.0;26.0;28.0;30.0;55.0;55.0;55.0;60.0;65.0;10.0;6.0;10.0;2.0;14.0;278.0;268.0;262.0;230.0;168.0;113.233;6.444;106.4;119.2;102.043;12.045;86.0;119.2;82.786;23.327;45.4;119.2;74.333;2.309;73.0;77.0;69.714;6.02;59.0;77.0;59.071;13.188;38.0;77.0;1.548;1540;110;5.1;-2.6;4.0;4.0;57.7
22;7;288;1.44;2.83;50.0;126;1517;51;585;129.4;1479.5;1.0;3;-37;1153;84;1131.0;82;-22;-2;1.137;1.277;0.14;391;446;24;26;50;19712;20000;12;1.249;1.219;1.205;1.156;0.994;119.2;114.1;106.4;86.0;45.4;77.0;73.0;73.0;65.0;38.0;28.0;28.0;28.0;28.0;30.0;26.0;26.0;26.0;26.0;28.0;55.0;55.0;55.0;55.0;60.0;3.0;10.0;6.0;5.0;11.0;281.0;278.0;268.0;235.0;179.0;120.9;7.79;114.1;129.4;108.243;13.494;91.1;129.4;88.786;23.77;53.0;129.4;77.333;4.509;73.0;82.0;72.143;7.128;59.0;82.0;62.214;13.022;40.0;82.0;1.578;1300;100;10.2;5.1;5.0;1.0;61.1
23;10;298;1.49;2.96;52.0;132;1656;54;639;137.0;1616.6;2.0;5;-39;1239;86;1213.0;82;-26;-4;1.337;1.284;-0.053;394;389;24;26;50;19702;20000;12;1.277;1.249;1.219;1.156;1.027;129.4;119.2;114.1;91.1;53.0;82.0;77.0;73.0;59.0;40.0;26.0;28.0;28.0;28.0;30.0;24.0;26.0;26.0;26.0;28.0;50.0;55.0;55.0;55.0;60.0;7.0;3.0;10.0;9.0;13.0;288.0;281.0;278.0;244.0;192.0;128.533;8.932;119.2;137.0;114.8;14.858;96.2;137.0;94.786;24.628;55.5;137.0;80.333;2.887;77.0;82.0;75.429;5.062;69.0;82.0;65.214;12.33;45.0;82.0;1.671;1300;100;7.6;-2.6;0.0;-5.0;64.6
24;9;307;1.535;3.09;54.0;138;1803;57;696;144.7;1761.3;3.0;7;-42;1327;88;1299.0;86;-28;-2;1.36;1.303;-0.057;397;392;24;26;50;19693;20000;12;1.284;1.277;1.249;1.173;1.051;137.0;129.4;119.2;96.2;55.5;82.0;82.0;77.0;69.0;45.0;26.0;26.0;28.0;28.0;30.0;24.0;24.0;26.0;26.0;28.0;50.0;50.0;55.0;55.0;60.0;10.0;7.0;3.0;8.0;4.0;298.0;288.0;281.0;252.0;196.0;137.033;7.65;129.4;144.7;121.729;16.003;101.3;144.7;101.157;25.214;63.2;144.7;83.333;2.309;82.0;86.0;77.857;5.521;72.0;86.0;68.143;12.025;49.0;86.0;1.683;1300;100;7.7;0.1;4.0;4.0;65.9
25;11;318;1.59;3.22;57.0;144;1958;58;754;147.3;1908.6;1.0;3;-49;1418;90;1389.0;90;-29;0;1.382;1.326;-0.056;400;396;24;26;50;19682;20000;12;1.303;1.284;1.277;1.193;1.077;144.7;137.0;129.4;101.3;63.2;86.0;82.0;82.0;72.0;49.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;9.0;10.0;7.0;10.0;10.0;307.0;298.0;288.0;262.0;206.0;143.0;5.356;137.0;147.3;128.3;15.657;106.4;147.3;107.164;25.492;70.8;147.3;86.0;4.0;82.0;90.0;80.429;6.451;73.0;90.0;71.071;11.997;50.0;90.0;1.637;1300;100;2.6;-5.1;4.0;0.0;69.1
26;14;332;1.66;3.35;59.0;150;2120;59;813;150.0;2058.6;0.0;0;-61;1510;92;1480.0;91;-30;-1;1.405;1.353;-0.052;402;398;24;26;50;19668;20000;12;1.326;1.303;1.284;1.205;1.097;147.3;144.7;137.0;106.4;70.8;90.0;86.0;82.0;73.0;50.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;11.0;9.0;10.0;6.0;8.0;318.0;307.0;298.0;268.0;214.0;147.333;2.65;144.7;150.0;134.529;14.087;114.1;150.0;112.821;25.589;75.9;150.0;89.0;2.646;86.0;91.0;83.0;6.583;73.0;91.0;74.0;11.449;53.0;91.0;1.648;1300;100;2.7;0.1;1.0;-3.0;73.4
27;7;339;1.695;3.4;61.0;156;2285;58;871;147.5;2206.1;-3.0;-8;-79;1604;94;1574.0;94;-30;0;1.426;1.37;-0.056;404;402;24;26;50;19661;20000;12;1.353;1.326;1.303;1.219;1.114;150.0;147.3;144.7;114.1;75.9;91.0;90.0;86.0;73.0;53.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;14.0;11.0;9.0;10.0;14.0;332.0;318.0;307.0;278.0;228.0;148.267;1.504;147.3;150.0;139.3;11.418;119.2;150.0;117.936;24.785;80.9;150.0;91.667;2.082;90.0;94.0;86.0;6.028;77.0;94.0;76.929;10.894;59.0;94.0;1.569;1300;100;-2.5;-5.2;3.0;2.0;71.3
28;7;346;1.73;3.61;64.0;162;2455;58;929;147.6;2353.7;-6.0;-14;-101;1698;95;1672.0;98;-26;3;1.446;1.377;-0.069;405;406;24;26;50;19654;20000;12;1.37;1.353;1.326;1.249;1.147;147.5;150.0;147.3;119.2;80.9;94.0;91.0;90.0;77.0;64.0;26.0;26.0;26.0;28.0;30.0;24.0;24.0;24.0;26.0;28.0;50.0;50.0;50.0;55.0;60.0;7.0;14.0;11.0;3.0;2.0;339.0;332.0;318.0;281.0;230.0;148.367;1.415;147.5;150.0;143.357;7.437;129.4;150.0;122.7;23.495;86.0;150.0;94.333;3.512;91.0;98.0;89.0;6.028;82.0;98.0;79.357;11.56;59.0;98.0;1.506;1300;100;0.1;2.6;4.0;1.0;72.7
29;0;346;1.73;3.74;66.0;168;2635;60;989;152.6;2506.3;-6.0;-15;-129;1794;96;1795.0;100;1;4;1.47;1.387;-0.083;406;414;24;26;50;19654;20000;12;1.377;1.37;1.353;1.277;1.156;147.6;147.5;150.0;129.4;86.0;98.0;94.0;91.0;82.0;65.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;7.0;7.0;14.0;7.0;5.0;346.0;339.0;332.0;288.0;235.0;149.233;2.916;147.5;152.6;146.671;4.926;137.0;152.6;127.457;22.2;91.1;152.6;97.333;3.055;94.0;100.0;91.571;6.373;82.0;100.0;81.857;11.993;59.0;100.0;1.526;1300;100;5.0;4.9;2.0;-2.0;69.2
30;0;346;1.73;3.87;68.0;173;2818;61;1050;155.2;2661.5;-7.0;-18;-156;1891;97;1895.0;100;4;3;1.491;1.402;-0.089;407;416;24;26;50;19654;20000;12;1.387;1.377;1.37;1.284;1.156;152.6;147.6;147.5;137.0;91.1;100.0;98.0;94.0;82.0;59.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;7.0;7.0;10.0;9.0;346.0;346.0;339.0;298.0;244.0;151.8;3.863;147.6;155.2;149.271;3.593;144.7;155.2;132.036;20.683;96.2;155.2;99.333;1.155;98.0;100.0;94.143;5.429;86.0;100.0;84.786;10.942;69.0;100.0;1.552;1300;100;2.6;-2.4;0.0;-2.0;69.2
31;0;346;1.73;4.0;70.0;178;3004;63;1113;160.3;2821.8;-7.0;-18;-182;1989;98;1997.0;102;8;4;1.511;1.403;-0.108;408;419;24;26;50;19654;20000;12;1.402;1.387;1.377;1.303;1.173;155.2;152.6;147.6;144.7;96.2;100.0;100.0;98.0;86.0;69.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;7.0;9.0;8.0;346.0;346.0;346.0;307.0;252.0;156.033;3.917;152.6;160.3;151.5;4.889;147.3;160.3;136.614;19.18;101.3;160.3;100.667;1.155;100.0;102.0;96.429;4.756;90.0;102.0;87.143;10.833;72.0;102.0;1.572;1300;100;5.1;2.5;2.0;2.0;69.2
32;0;346;1.73;4.13;72.0;183;3201;65;1178;165.4;2987.1;-7.0;-18;-214;2087;99;2090.0;93;3;-6;1.534;1.34;-0.194;408;418;24;26;50;19654;20000;12;1.403;1.402;1.387;1.326;1.193;160.3;155.2;152.6;147.3;101.3;102.0;100.0;100.0;90.0;72.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;0.0;11.0;10.0;346.0;346.0;346.0;318.0;262.0;160.3;5.1;155.2;165.4;154.086;6.736;147.5;165.4;141.193;17.695;106.4;165.4;98.333;4.726;93.0;102.0;96.857;4.18;91.0;102.0;88.643;9.997;73.0;102.0;1.778;1300;100;5.1;-0.0;-9.0;-11.0;69.2
33;0;346;1.73;4.26;74.0;188;3403;66;1244;167.9;3155.1;-8.0;-20;-248;2187;100;2195.0;105;8;5;1.556;1.353;-0.203;408;420;24;26;50;19654;20000;12;1.34;1.403;1.402;1.353;1.205;165.4;160.3;155.2;150.0;106.4;93.0;102.0;100.0;91.0;73.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;0.0;14.0;6.0;346.0;346.0;346.0;332.0;268.0;164.533;3.873;160.3;167.9;156.643;8.171;147.5;167.9;145.586;15.939;114.1;167.9;100.0;6.245;93.0;105.0;98.857;4.259;93.0;105.0;90.929;9.802;73.0;105.0;1.599;1300;100;2.5;-2.6;12.0;21.0;69.2
34;0;346;1.73;4.39;75.0;192;3504;67;1311;170.4;3325.5;-8.0;-22;-178;2289;101;2287.0;92;-2;-9;1.578;1.454;-0.124;407;419;24;26;50;19654;20000;12;1.353;1.34;1.403;1.37;1.219;167.9;165.4;160.3;147.5;114.1;105.0;93.0;102.0;94.0;73.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;0.0;7.0;10.0;346.0;346.0;346.0;339.0;278.0;167.9;2.5;165.4;170.4;159.914;8.479;147.6;170.4;149.607;14.414;119.2;170.4;96.667;7.234;92.0;105.0;98.571;4.685;92.0;105.0;92.286;8.334;77.0;105.0;1.852;1300;100;2.5;0.0;-13.0;-25.0;69.2
35;0;346;1.73;4.52;78.0;199;3601;70;1381;178.1;3503.6;-8.0;-21;-97;2390;101;2407.0;120;17;19;1.6;1.456;-0.144;407;422;24;26;50;19654;20000;12;1.454;1.353;1.34;1.377;1.249;170.4;167.9;165.4;147.6;119.2;92.0;105.0;93.0;98.0;77.0;26.0;26.0;26.0;26.0;28.0;24.0;24.0;24.0;24.0;26.0;50.0;50.0;50.0;50.0;55.0;0.0;0.0;0.0;7.0;3.0;346.0;346.0;346.0;346.0;281.0;172.133;5.316;167.9;178.1;164.271;8.921;152.6;178.1;153.814;13.417;129.4;178.1;105.667;14.012;92.0;120.0;101.714;9.322;92.0;120.0;95.357;10.02;82.0;120.0;1.484;1300;100;7.7;5.2;28.0;41.0;69.2
1;52;52;0.25;0.1;8.0;18;18;8;8;19.0;19.0;0.0;1;1;56;14;62.0;21;6;7;0.321;0.307;-0.014;0;0;30;32;65;20948;21000;13;0.307;0.307;0.307;0.307;0.307;19.0;19.0;19.0;19.0;19.0;21.0;21.0;21.0;21.0;21.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;19.0;3.465;19.0;19.0;19.0;3.465;19.0;19.0;19.0;3.465;19.0;19.0;21.0;0.707;21.0;21.0;21.0;0.707;21.0;21.0;21.0;0.707;21.0;21.0;0.905;2080;130;4.9;-4.9;-1.0;2.0;36.4
2;10;62;0.3;0.23;9.0;22;40;10;18;23.9;42.9;1.0;2;3;73;17;82.0;20;9;3;0.549;0.524;-0.025;0;0;30;32;65;20938;21000;13;0.307;0.307;0.307;0.307;0.307;19.0;19.0;19.0;19.0;19.0;21.0;21.0;21.0;21.0;21.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;21.45;3.465;19.0;23.9;21.45;3.465;19.0;23.9;21.45;3.465;19.0;23.9;20.5;0.707;20.0;21.0;20.5;0.707;20.0;21.0;20.5;0.707;20.0;21.0;1.195;2080;130;4.9;-4.9;-1.0;2.0;17.4
3;16;78;0.37;0.36;11.0;26;66;10;28;23.9;66.8;-1.0;-2;1;94;20;103.0;21;9;1;0.711;0.649;-0.062;0;0;30;32;65;20922;21000;13;0.524;0.307;0.307;0.307;0.307;23.9;19.0;19.0;19.0;19.0;20.0;21.0;21.0;21.0;21.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;10.0;52.0;52.0;52.0;52.0;62.0;52.0;52.0;52.0;52.0;22.267;2.829;19.0;23.9;22.267;2.829;19.0;23.9;22.267;2.829;19.0;23.9;20.667;0.577;20.0;21.0;20.667;0.577;20.0;21.0;20.667;0.577;20.0;21.0;1.138;2080;130;0.0;-4.9;1.0;2.0;23.6
4;11;89;0.42;0.49;13.0;30;96;11;39;26.3;93.1;-2.0;-4;-3;117;24;126.0;23;9;-1;0.826;0.739;-0.087;0;0;30;32;65;20911;21000;13;0.649;0.524;0.307;0.307;0.307;23.9;23.9;19.0;19.0;19.0;21.0;20.0;21.0;21.0;21.0;32.0;32.0;32.0;32.0;32.0;30.0;30.0;30.0;30.0;30.0;65.0;65.0;65.0;65.0;65.0;16.0;10.0;52.0;52.0;52.0;78.0;62.0;52.0;52.0;52.0;24.7;1.386;23.9;26.3;23.275;3.066;19.0;26.3;23.275;3.066;19.0;26.3;21.333;1.528;20.0;23.0;21.25;1.258;20.0;23.0;21.25;1.258;20.0;23.0;1.143;2080;130;2.4;2.4;2.0;1.0;23.3
